hex_id,F1,F2,F3,F4,F5,class_km
88099a2687fffff,0.11546752191064902,0.26087710243267936,-0.5098354586246061,1.9255584127578618,0.500648577133823,7
88099a268bfffff,0.006307565498898049,-0.13911315123253565,0.5724564408640876,2.045740150348973,0.35487320508882625,7
88099a268dfffff,0.4783517337998323,-0.29118771632139595,-0.08317314623173777,2.5386907607527505,0.03232608110080781,7
88099a2691fffff,-0.2639800676494761,-0.3221781078231586,1.261161786533626,2.8400920913632737,0.07114343302375603,7
88099a2693fffff,-0.36944135960633623,0.06039684899506029,1.4512955502038363,1.881595275474724,0.0757347655844568,7
88099a2695fffff,-0.23402323714370055,0.037591479450162946,0.7118934297895299,2.5269594450475155,0.08463491774112486,7
88099a2697fffff,-0.3783224714834487,0.3925053699318384,1.6962543854471146,1.676939449741754,-0.19333921835443596,7
88099a2699fffff,-0.029675723140634824,-0.547533242732483,1.7314230699760902,2.788045995786665,-0.057626594359580174,7
88099a269dfffff,-0.11005217463561767,-0.39056246372389974,1.217608461136981,2.381542178379753,0.17155791111189156,7
88099a26a1fffff,1.815035083428803,0.4230290443274023,-1.4345426225963873,1.18327601852921,1.0041088706853878,3
88099a26a3fffff,1.5264641822837532,1.2133439037229892,-1.754703077338762,1.3885007102724105,0.8204778946434573,0
88099a26a5fffff,2.4495272189935426,0.3921107993797478,-0.14878453474826492,1.5749651769375475,0.17248467429246706,3
88099a26a7fffff,1.4188671653129807,1.0402901702666745,-1.2937990340513545,1.9321035449245947,1.0254760166920738,0
88099a26abfffff,0.7437308222343927,0.3425441200039284,-1.2349803655285012,1.4922081835740915,0.8323394563827161,0
88099a26b1fffff,0.10332733912613873,0.2337070708791893,0.2807930935674233,1.1044010483829831,0.6096543548194118,0
88099a26b3fffff,0.037297883614323624,-0.2800483551573698,1.3850120111451736,1.1829618493009115,0.5966144755210552,7
88099a26b5fffff,1.3471619330192621,0.5937825109970911,-1.2257267164611108,1.3395848758499342,0.6474941499874824,0
88099a26b7fffff,0.7350269873046911,-0.3500934306752146,0.5103880918165097,1.470326650464027,0.9481432058693708,7
88099a26b9fffff,0.013029527523926776,0.458631729312322,-0.2988517168343652,1.3601084874545808,0.5181343300071326,0
88099a26bbfffff,-0.11310093516666725,0.14931670059768984,0.9918593206376496,1.4155010751463601,0.4655863336871614,7
88099a26bdfffff,0.28870217390796815,0.25872419302410743,-1.0148419935862885,2.1700854126191977,0.660159596471836,7
88099a26d3fffff,0.0729456823679207,-0.46612159579716206,1.529352950637513,2.314669486119687,-0.3178602653523754,7
88099a26d7fffff,-0.25483597494504345,-0.26160829610627956,1.1740912890738846,2.674459532138987,0.0313473617557114,7
88099a2881fffff,-0.03306635840539168,0.807953164689148,0.31066450548859725,-0.7723057077701788,-1.344441478304839,2
88099a2883fffff,-0.40461096886590187,1.261321570359165,0.21291162057657587,-0.7639984141825537,-1.2009029751482119,2
88099a2885fffff,-0.27311058664177756,0.5659030464071888,0.0921755058884451,-0.5092212174500499,-0.8311319637896138,2
88099a2887fffff,-0.2018646660665531,0.4124052718384298,0.07874564672684126,-0.30126829086754336,-0.4749693859464363,2
88099a2889fffff,-0.4053453210784035,0.9659542324362221,2.1321655987858312,-1.0885612867634946,-1.343295621625524,1
88099a288bfffff,-0.3382135360399866,1.2776918751245403,1.0911132444178637,-0.7344305790491668,-1.258765299715952,1
88099a288dfffff,-0.11785476898103159,1.1704531030868777,0.8754886504486172,-0.8209542315673883,-1.5134605387924787,2
